152325,"(5024694, 0.7414789)","(695587, 0.6838347)","(4186104, 0.7070747)","(1566602, 0.72509325)","(5289784, 0.7340858)"
579883,"(6927405, 0.60753155)","(190671, 0.5667361)","(492197, 0.57629585)","(2205830, 0.6065566)","(2686269, 0.5691979)"
713391,"(6852536, 0.58177704)","(3500683, 0.61799824)","(781145, 0.5917505)","(190671, 0.5698788)","(5977696, 0.5802349)"
139145,"(6927405, 0.7737646)","(6516883, 0.6584729)","(7648850, 0.59592474)","(6130491, 0.64392644)","(4060669, 0.5928971)"
527096,"(3153983, 0.5977372)","(5059361, 0.63224244)","(387250, 0.61890256)","(5040444, 0.59760845)","(190671, 0.6003678)"
785348,"(436343, 0.58221173)","(165198, 0.6224726)","(4047753, 0.5842938)","(2574616, 0.6097312)","(2716834, 0.58294946)"
629435,"(665098, 0.45302832)","(6643514, 0.49005353)","(5435914, 0.48469803)","(5349743, 0.48860243)","(1968078, 0.44662422)"
696229,"(5234894, 0.65438795)","(2559833, 0.6388512)","(781145, 0.61338884)","(7529045, 0.6008216)","(769642, 0.6049895)"
577747,"(8795843, 0.5812974)","(5059361, 0.55777574)","(781145, 0.53462565)","(190671, 0.58759964)","(2205830, 0.53308666)"
1025712,"(6752581, 0.714754)","(7570091, 0.64764917)","(338789, 0.65238553)","(454090, 0.716206)","(5081554, 0.6198981)"
704132,"(781145, 0.5468913)","(2574616, 0.54867715)","(409551, 0.55408347)","(2686269, 0.55472857)","(6516883, 0.5798991)"
30347,"(6927405, 0.55363464)","(6814967, 0.5557667)","(7020298, 0.6034701)","(6315475, 0.56539863)","(1509148, 0.59285706)"
50040,"(1849292, 0.6790067)","(6612708, 0.6245618)","(4235562, 0.6476462)","(1065152, 0.6517097)","(6340328, 0.69819266)"
788782,"(5977696, 0.57560647)","(5059361, 0.5849713)","(7529045, 0.5869053)","(2559833, 0.56694406)","(781145, 0.569363)"
983227,"(1263035, 0.5996072)","(5232548, 0.50728154)","(138544, 0.49584198)","(8795843, 0.51121974)","(2541391, 0.51548815)"
693066,"(6927405, 0.63784945)","(2574616, 0.6474447)","(6790327, 0.5947206)","(6516883, 0.6701144)","(2686269, 0.5935413)"
1041343,"(3354807, 0.558662)","(5964484, 0.5613823)","(5794669, 0.59668213)","(6008311, 0.5866678)","(216942, 0.56692576)"
324168,"(3919218, 0.62436324)","(4847364, 0.65041834)","(2625521, 0.6334329)","(5899628, 0.59949076)","(1889656, 0.58833694)"
708149,"(165198, 0.5668745)","(2574616, 0.5552386)","(2686269, 0.56346333)","(6516883, 0.56024134)","(2205830, 0.5565705)"
1160946,"(3399467, 0.73753387)","(1887708, 0.70601904)","(6188943, 0.7188364)","(2844554, 0.68649244)","(922585, 0.6769705)"
