121352,7280,2295,1269,719,111
634306,6220,4623,3341,696,668
920825,9106,7812,7386,6220,2343
510633,9613,7757,6834,696,10
737889,7548,6613,6220,1562,1485
278900,7250,5833,4852,1997,853
674172,8235,4895,3004,2988,1470
303205,7812,5173,3072,1158,1088
570009,7812,6613,6220,2977,668
492875,6728,4869,3231,3106,586
54528,7812,7643,7250,4623,10
203218,9736,4991,4450,1398,696
473204,4885,4335,1262,1177,926
738368,9106,7812,6613,3072,1088
507001,8587,7302,7030,2977,1663
466926,7250,4623,846,696,10
837327,8317,3807,1967,792,348
406897,8350,7339,7294,5505,742
1181095,7250,4623,1997,668,10
224811,9494,8003,7515,6993,3622
730323,7691,6646,6150,5676,425
265218,9016,7489,7434,5636,2448
918533,8848,6542,4991,2801,1848
143302,9695,7861,7168,3821,602
479951,9106,6223,4003,3811,93
940088,9868,8616,6990,4818,1561
422912,9222,8587,7302,5619,631
80926,9560,7669,6638,1177,1155
350732,7200,6263,5003,4227,2649
1067511,9415,6742,4422,2690,2021
906071,9285,9222,5619,1115,668
628391,4846,3347,3060,2447,696
385906,9473,8663,7617,7030,2297
428191,7695,6842,5556,3103,1792
790457,7289,2299,2153,1659,1171
1067371,7812,6613,4869,3106,2299
242081,7812,6613,6220,3695,10
1006418,9090,7383,5265,3297,1425
843270,5168,4901,4863,3046,71
551231,8369,8221,5187,3047,2299
166621,5619,3807,3295,696,659
490462,6737,6213,4018,1090,631
316859,4230,2343,2068,1380,264
45248,7812,6613,6220,696,10
1176220,9106,6613,6220,5446,10
540340,6728,4869,4676,1562,1485
867974,9830,9752,7648,7104,2977
529604,9180,9177,8199,3192,155
439538,8369,6507,5940,3389,2403
436798,8446,7966,7782,3658,2240
1074527,8446,7966,6613,6220,3807
167374,7540,6312,2335,2162,1183
398039,9428,6458,5082,1090,13
389298,6220,5736,5446,5173,668
640699,7289,6613,5173,3072,2343
132366,8769,5201,3449,2022,553
280817,9213,8127,7482,6799,1614
932727,7596,6394,2928,2295,1081
197752,7302,6613,3295,696,10
466858,7104,6737,2188,1967,1021
1079617,8446,7452,5897,3658,1595
1013915,8285,8158,4563,4057,1211
381728,3874,3651,1567,1153,3
672091,9899,7785,5321,1967,1132
560432,7911,5782,5122,1947,1789
895696,6505,4034,3859,2936,1387
4801,6348,3341,2977,668,666
122479,7812,7250,4623,1485,10
1180498,7843,2335,1663,693,587
628984,9936,9801,2199,1679,961
668701,9899,8832,5321,2505,1967
797201,6613,6377,5897,4692,2562
293603,8890,7678,5542,2347,150
547843,9106,7812,1088,696,10
906893,6927,4803,2407,2214,1944
456284,9163,5439,3931,1269,111
335970,8317,4001,3807,2977,666
1057322,9911,8497,7838,6841,3013
1168693,9213,5736,5173,3367,1021
641469,8108,7250,2143,696,10
922753,7707,6440,5848,4745,2166
693178,9106,6613,3609,3231,1158
983342,7780,5274,1870,631,13
1161518,2744,1967,1183,693,631
23229,9945,6990,3160,3096,930
874646,6884,6059,4472,4450,226
924673,6685,5607,2943,2473,730
207697,8326,6437,2004,1418,900
445243,9842,8681,6592,4626,367
291569,9741,8748,5353,2411,1092
493513,9672,6220,5552,5345,3884
506152,7500,5330,4645,2717,1843
322801,8806,8240,4034,1519,1387
953121,8863,6745,5037,659,498
76299,9830,7648,3961,2977,1508
881296,8108,6683,6282,1303,233
41007,6613,6220,2977,1967,1380
268413,8108,7623,6872,696,10
293140,8158,7413,7268,4563,4057
1142466,7250,4914,4852,696,10
20627,6613,3295,696,668,47
803795,8557,7280,1269,719,111
1146849,9017,8930,7145,6740,4958
2341,9933,5037,4038,3374,2650
49519,4623,4579,1485,696,10
1164444,7302,5619,3295,696,668
253815,6970,5845,4134,4000,3523
814526,9707,8589,6522,2657,1435
653387,9763,4066,3108,3038,2343
147502,7847,7709,7012,3969,211
511965,8861,8031,7302,977,735
1038183,9094,6841,3963,2995,1895
153998,5619,3295,696,668,10
907017,8331,3961,3944,3395,3070
932677,6613,6458,6220,5082,47
502890,5897,5549,4645,3621,1026
921906,9346,9141,4134,2807,1556
1028807,9106,7812,722,696,10
381849,9106,7289,3360,696,10
788322,7250,6220,4623,668,10
511517,8824,7622,7590,7445,2063
894688,8317,6220,5446,696,668
335391,5736,5418,3072,1088,268
445408,7643,7250,696,659,10
350407,8157,4562,3117,2386,1173
770661,5717,5155,2857,1924,1484
499241,7250,4623,4579,696,10
893501,6846,6380,5229,4191,812
736625,5619,3341,696,668,589
1021478,9271,7444,6125,5966,5294
874441,8696,6834,3441,1728,1387
582504,7726,5742,4369,3390,83
565638,8944,7261,6990,6828,2295
916119,8387,8280,8079,5291,502
873032,4496,3360,1664,1147,55
728481,9080,8758,7185,4426,326
630324,6220,4623,3295,696,10
74883,9285,9213,3341,1967,666
963239,9106,5736,4493,696,10
573815,9187,4547,3925,3737,3016
685014,4501,3609,3072,1158,497
225661,8180,7923,4021,2762,1365
895823,9235,7548,7513,5414,5201
185244,9322,7500,7437,3897,3323
936625,6487,2979,1953,1250,549
997228,8891,7400,3876,1673,798
277407,5446,696,668,666,10
148099,8424,5998,5418,4387,1878
505542,7250,3903,1813,1739,1387
664304,6826,5940,2380,1110,524
1182320,6613,6220,2977,1090,10
123192,9213,5736,5518,5173,1045
435183,8786,7529,3057,712,505
712483,9763,9282,7812,3811,735
86112,8786,8619,7861,4668,3861
733144,7114,6990,6394,2295,2174
261590,9497,9148,8799,8750,4954
22774,3807,3295,2143,853,47
777157,7744,7105,6490,3609,3073
34189,7391,4360,2391,2134,1278
964168,9478,8696,6301,4794,1190
582382,9557,9473,3217,925,900
255020,9325,4910,4240,2201,895
953091,9180,7644,5833,3859,1387
20660,9180,6479,6461,4314,1741
297928,9619,8263,7423,7055,821
625752,8141,6810,5296,2958,2407
1155605,8317,3807,1967,668,587
